Date,Open,High,Low,Close,Adj Close,Volume
1999-10-01,46.062500,53.218750,46.062500,52.375000,27.988640,126584800
1999-11-01,52.625000,53.437500,50.906250,51.875000,27.721441,91710200
1999-12-01,51.625000,51.718750,45.062500,46.625000,24.983284,142567200
2000-01-01,46.562500,48.468750,40.250000,43.031250,23.057627,153516200
2000-02-01,42.718750,43.156250,35.031250,36.000000,19.290041,186522000
2000-03-01,36.125000,41.125000,33.062500,35.125000,18.888990,279805400
2000-04-01,35.312500,42.218750,35.000000,41.250000,22.182804,170787400
2000-05-01,41.125000,45.000000,40.937500,44.750000,24.064981,120208200
2000-06-01,44.625000,50.992188,41.250000,50.937500,27.491800,149885600
2000-07-01,50.625000,50.718750,45.125000,46.531250,25.113684,134047800
2000-08-01,46.250000,49.437500,45.625000,45.976563,24.814310,100354600
2000-09-01,46.250000,48.906250,45.156250,46.968750,25.433710,96535000
2000-10-01,47.093750,48.750000,45.156250,46.062500,24.942974,142009400
2000-11-01,46.000000,51.500000,44.593750,50.000000,27.075146,138432000
2000-12-01,49.625000,52.968750,47.625000,52.531250,28.542807,139899600
2001-01-01,52.000000,52.343750,45.187500,46.564999,25.301044,168446600
2001-02-01,46.564999,49.125000,46.564999,48.665001,26.442070,116971800
2001-03-01,48.900002,49.924999,40.250000,43.735001,23.843124,295296000
2001-04-01,43.750000,48.349998,42.595001,48.240002,26.299124,209600800
2001-05-01,48.299999,51.000000,47.910000,48.474998,26.427256,184641400
2001-06-01,48.480000,54.200001,48.299999,49.959999,27.334574,187599900
2001-07-01,50.099998,54.980000,50.000000,54.099998,29.599693,164167000
2001-08-01,54.099998,57.599998,52.299999,52.709999,28.839180,163136000
2001-09-01,55.349998,57.160000,50.200001,55.400002,30.410677,176432200
2001-10-01,55.400002,59.660000,53.049999,57.910000,31.788494,181677000
2001-11-01,57.580002,60.970001,57.509998,58.250000,31.975109,144831900
2001-12-01,57.820000,60.180000,55.419998,59.099998,32.539330,169195500
2002-01-01,58.900002,60.099998,56.599998,57.509998,31.663916,131885400
2002-02-01,57.259998,60.970001,54.700001,60.900002,33.530373,131715000
2002-03-01,60.900002,65.889999,60.599998,64.949997,35.871399,154776300
2002-04-01,64.199997,65.290001,61.779999,63.860001,35.269398,160057900
2002-05-01,63.970001,64.629997,59.160000,61.349998,33.883137,162571200
2002-06-01,61.099998,61.740002,52.000000,52.259998,28.960848,185599200
2002-07-01,51.700001,54.849998,41.400002,52.599998,29.149265,343494700
2002-08-01,53.000000,56.500000,49.750000,54.310001,30.096897,159253500
2002-09-01,53.880001,56.250000,51.450001,54.080002,30.079597,146893100
2002-10-01,54.950001,61.299999,54.299999,58.750000,32.677082,223245600
2002-11-01,58.330002,61.240002,56.299999,57.020000,31.714855,134767300
2002-12-01,56.590000,57.070000,53.000000,53.709999,29.975452,143258800
2003-01-01,54.250000,57.549999,51.540001,53.610001,29.919630,157116600
2003-02-01,53.500000,53.950001,49.099998,52.450001,29.272238,139008100
2003-03-01,53.160000,58.680000,51.500000,57.869999,32.430099,160153900
2003-04-01,57.869999,59.080002,53.950001,56.360001,31.583893,159363100
2003-05-01,56.360001,57.520000,52.549999,54.349998,30.457512,161675800
2003-06-01,54.349998,55.570000,50.750000,51.700001,29.098425,216949500
2003-07-01,51.700001,54.240002,50.549999,51.790001,29.149099,180959900
2003-08-01,50.950001,52.250000,49.000000,49.580002,27.905214,154672000
2003-09-01,49.779999,52.500000,49.090000,49.520000,28.003241,197900400
2003-10-01,49.709999,51.150002,48.049999,50.330002,28.461292,200619900
2003-11-01,50.080002,52.889999,48.259998,49.299999,27.878822,164719400
2003-12-01,50.299999,51.740002,48.790001,51.660000,29.353333,185895500
2004-01-01,51.660000,54.040001,50.430000,53.419998,30.353374,172050600
2004-02-01,53.410000,54.900002,52.790001,53.910000,30.631792,126994200
2004-03-01,54.490002,54.490002,49.250000,50.720001,28.946346,172924700
2004-04-01,51.049999,54.770000,49.900002,54.029999,30.835396,166843100
2004-05-01,54.220001,56.389999,54.020000,55.709999,31.794180,140688600
2004-06-01,55.230000,57.279999,54.500000,55.700001,31.954271,125332400
2004-07-01,55.349998,58.139999,54.430000,55.270000,31.707586,141900800
2004-08-01,55.000000,58.099998,54.369999,58.099998,33.331127,107083900
2004-09-01,58.000000,58.799999,56.090000,56.330002,32.480118,110410900
2004-10-01,56.389999,58.480000,54.810001,58.380001,33.662148,139893100
2004-11-01,58.349998,61.490002,57.810001,60.320000,34.780754,123981200
2004-12-01,60.330002,64.250000,59.599998,63.419998,36.741024,173950700
2005-01-01,63.349998,64.980003,61.200001,64.699997,37.482578,136191800
2005-02-01,64.610001,66.889999,64.519997,65.599998,38.003963,107556700
2005-03-01,66.470001,68.680000,66.120003,67.160004,39.076130,158100100
2005-04-01,67.320000,69.989998,66.650002,68.629997,39.931419,158634500
2005-05-01,68.680000,68.870003,66.760002,67.099998,39.041199,125789400
2005-06-01,67.099998,67.610001,64.430000,65.000000,38.004742,162476400
2005-07-01,64.820000,65.430000,62.669998,63.959999,37.396656,149908400
2005-08-01,64.250000,65.349998,61.650002,63.389999,37.063370,138029400
2005-09-01,63.180000,65.330002,62.849998,63.279999,37.190098,139445700
2005-10-01,63.180000,64.599998,60.529999,62.619999,36.802193,224158000
2005-11-01,62.480000,63.779999,60.000000,61.750000,36.290913,241169500
2005-12-01,61.849998,62.060001,59.759998,60.099998,35.506172,189869600
2006-01-01,61.070000,63.099998,57.450001,57.540001,33.993763,220695200
2006-02-01,57.669998,59.709999,56.700001,57.650002,34.058746,183341700
2006-03-01,57.619999,61.099998,57.450001,59.220001,35.184456,181202600
2006-04-01,59.490002,59.759998,57.320000,58.610001,34.822021,171133300
2006-05-01,58.709999,60.930000,58.189999,60.220001,35.778591,196603700
2006-06-01,60.250000,62.000000,58.970001,59.919998,35.821323,199396300
2006-07-01,60.130001,63.000000,59.680000,62.549999,37.393589,134968800
2006-08-01,62.380001,65.129997,62.290001,64.660004,38.654976,150477100
2006-09-01,64.870003,65.040001,63.250000,64.940002,39.047646,128522300
2006-10-01,65.000000,69.410004,64.500000,67.400002,40.526829,189511300
2006-11-01,67.379997,69.029999,65.220001,65.910004,39.630905,196072100
2006-12-01,65.910004,67.250000,65.290001,66.019997,39.921246,157532600
2007-01-01,66.129997,68.220001,65.900002,66.800003,40.392899,175594400
2007-02-01,66.800003,67.150002,62.720001,62.930000,38.052776,192375400
2007-03-01,62.349998,62.930000,59.869999,60.259998,36.650444,318147400
2007-04-01,60.259998,65.449997,60.029999,64.220001,39.058922,248968100
2007-05-01,64.529999,64.940002,61.650002,63.270000,38.481117,280281700
2007-06-01,63.349998,63.770000,60.730000,61.619999,37.722919,259962000
2007-07-01,61.939999,63.880001,59.720001,60.500000,37.037281,290358700
2007-08-01,60.509998,62.980000,60.310001,61.790001,37.827000,331077300
2007-09-01,61.630001,65.750000,61.259998,65.699997,40.491192,220556400
2007-10-01,65.660004,66.800003,63.549999,65.169998,40.164558,232885800
2007-11-01,64.800003,68.750000,63.730000,67.739998,41.748444,284874000
2007-12-01,67.620003,68.500000,66.550003,66.699997,41.363171,197170400
2008-01-01,66.559998,68.849998,61.720001,63.139999,39.155476,339978400
2008-02-01,63.349998,64.070000,61.360001,61.959999,38.423717,218925600
2008-03-01,62.000000,65.809998,61.169998,64.870003,40.495163,274621800
2008-04-01,65.129997,67.739998,64.510002,67.089996,41.880985,221952400
2008-05-01,67.129997,68.320000,64.540001,66.739998,41.662502,219962000
2008-06-01,66.550003,67.099998,63.099998,64.339996,40.447369,228287700
2008-07-01,63.750000,69.250000,63.740002,68.470001,43.043686,308621600
2008-08-01,68.500000,71.900002,67.930000,70.430000,44.275852,224063800
2008-09-01,71.089996,72.760002,66.900002,69.279999,43.835793,367504200
2008-10-01,69.070000,69.070000,52.060001,61.340000,38.811882,640425500
2008-11-01,61.490002,63.009998,54.490002,58.580002,37.065548,375653400
2008-12-01,57.660000,60.250000,54.950001,59.830002,38.171082,315194900
2009-01-01,60.130001,61.000000,55.090000,57.689999,36.805779,349391400
2009-02-01,57.250000,59.130001,49.939999,50.000000,31.899607,308348500
2009-03-01,49.029999,53.700001,46.250000,52.599998,33.836685,423319700
2009-04-01,52.299999,54.130001,50.119999,52.360001,33.682281,306396300
2009-05-01,52.529999,56.480000,51.669998,55.160000,35.483482,257261500
2009-06-01,55.750000,57.230000,54.540001,56.799999,36.861759,301738000
2009-07-01,56.820000,62.470001,55.709999,60.889999,39.516060,270356100
2009-08-01,61.160000,61.490002,59.500000,60.439999,39.224022,211869300
2009-09-01,60.349998,61.540001,59.279999,60.889999,39.836319,197460800
2009-10-01,60.930000,62.740002,58.779999,59.049999,38.632526,280297200
2009-11-01,59.150002,63.439999,58.799999,62.840000,41.112076,233417400
2009-12-01,62.950001,65.410004,62.950001,64.410004,42.472584,212286400
2010-01-01,64.709999,65.949997,62.220001,62.860001,41.450512,245125300
2010-02-01,63.259998,64.699997,61.889999,63.000000,41.542828,213341500
2010-03-01,63.270000,65.489998,63.020000,65.199997,43.322468,249947500
2010-04-01,65.370003,66.199997,64.209999,64.300003,42.724468,235860700
2010-05-01,65.160004,65.620003,58.189999,58.299999,38.737740,357775800
2010-06-01,58.209999,60.150002,57.549999,59.060001,39.601173,357343400
2010-07-01,59.070000,61.730000,56.860001,58.090000,38.950771,310708000
2010-08-01,58.500000,60.250000,56.990002,57.020000,38.233315,239384600
2010-09-01,57.669998,62.700001,57.439999,61.959999,41.937496,209239500
2010-10-01,62.090000,64.230003,61.299999,63.740002,43.142288,208721800
2010-11-01,63.880001,64.919998,61.250000,61.549999,41.659985,221392600
2010-12-01,62.180000,63.160000,61.560001,61.849998,42.223293,212152900
2011-01-01,62.630001,63.540001,59.689999,59.770000,40.803345,257253400
2011-02-01,59.700001,61.450001,59.360001,61.439999,41.943390,199932400
2011-03-01,61.250000,61.500000,57.500000,59.250000,40.814148,254534800
2011-04-01,59.630001,65.970001,59.060001,65.720001,45.270992,270819500
2011-05-01,65.919998,67.370003,64.800003,67.290001,46.352482,270892200
2011-06-01,67.019997,67.360001,64.690002,66.519997,46.219490,231770300
2011-07-01,66.480003,68.050003,64.129997,64.790001,45.017448,202614600
2011-08-01,65.279999,66.230003,59.080002,65.800003,45.719204,491488700
2011-09-01,65.660004,66.139999,61.000000,63.689999,44.647392,264862000
2011-10-01,63.650002,65.860001,60.830002,64.389999,45.138111,251590300
2011-11-01,63.680000,65.489998,61.049999,64.720001,45.369419,236914800
2011-12-01,64.680000,66.320000,62.849998,65.580002,46.398930,210285200
2012-01-01,65.589996,66.000000,64.339996,65.910004,46.632420,212136100
2012-02-01,65.970001,66.320000,64.019997,65.080002,46.045193,192370000
2012-03-01,65.110001,66.180000,64.120003,65.959999,47.080021,208163900
2012-04-01,66.040001,66.300003,62.759998,65.099998,46.466179,229665900
2012-05-01,64.910004,65.489998,62.000000,62.430000,44.560432,278010100
2012-06-01,62.040001,67.699997,61.709999,67.559998,48.691486,451142100
2012-07-01,67.419998,69.699997,67.000000,69.220001,49.887882,273347200
2012-08-01,69.480003,69.750000,66.849998,67.430000,48.597805,224101500
2012-09-01,67.489998,69.639999,66.970001,68.910004,50.115734,200224200
2012-10-01,68.919998,72.739998,67.800003,70.820000,51.504829,267146700
2012-11-01,71.099998,71.900002,68.510002,69.730003,50.712116,211662500
2012-12-01,69.800003,71.620003,69.180000,70.099998,51.432030,232603000
2013-01-01,71.019997,74.800003,70.300003,73.919998,54.234753,209813800
2013-02-01,74.139999,77.019997,73.559998,76.110001,55.841537,177978400
2013-03-01,75.790001,81.589996,75.730003,81.529999,60.296669,193396300
2013-04-01,81.389999,85.889999,80.309998,85.230003,63.033039,218722300
2013-05-01,84.500000,89.989998,83.879997,84.180000,62.256474,220724300
2013-06-01,84.279999,87.820000,82.120003,85.860001,63.976299,210552200
2013-07-01,85.720001,94.419998,85.500000,93.500000,69.669014,200315600
2013-08-01,94.160004,94.400002,85.849998,86.410004,64.386093,204260800
2013-09-01,86.889999,90.720001,86.000000,86.690002,65.081436,158876500
2013-10-01,86.589996,93.449997,85.500000,92.610001,69.525787,173024000
2013-11-01,92.379997,95.989998,92.279999,94.660004,71.064804,131026200
2013-12-01,94.410004,94.790001,89.769997,91.589996,69.240059,151086000
2014-01-01,91.139999,95.379997,88.150002,88.470001,66.881401,192804300
2014-02-01,88.750000,92.989998,86.089996,92.120003,69.640739,162234700
2014-03-01,91.129997,98.599998,90.830002,98.230003,74.794090,181324400
2014-04-01,98.309998,101.980003,96.050003,101.290001,77.124039,180242400
2014-05-01,100.769997,101.540001,98.879997,101.459999,77.253494,124656300
2014-06-01,101.540001,106.000000,101.010002,104.620003,80.214737,123927200
2014-07-01,105.150002,106.739998,100.050003,100.089996,76.741478,148795100
2014-08-01,99.760002,104.419998,98.800003,103.730003,79.532356,120163600
2014-09-01,103.300003,108.769997,103.019997,106.589996,82.277985,130571800
2014-10-01,105.980003,108.180000,95.099998,107.779999,83.196571,232630100
2014-11-01,107.830002,109.489998,106.599998,108.250000,83.559334,125669200
2014-12-01,107.889999,108.989998,102.500000,104.570000,81.244400,175446100
2015-01-01,105.050003,106.500000,100.089996,100.139999,77.802597,195025900
2015-02-01,100.489998,103.330002,97.150002,102.510002,79.643929,191367400
2015-03-01,102.510002,103.410004,98.220001,100.599998,78.707092,177464600
2015-04-01,100.459999,102.139999,98.040001,99.199997,77.611763,171578200
2015-05-01,99.620003,104.480003,98.660004,100.139999,78.347206,143779800
2015-06-01,100.279999,100.839996,97.010002,97.459999,76.806473,170023700
2015-07-01,98.300003,101.360001,96.639999,100.209999,78.973694,151835800
2015-08-01,100.000000,101.000000,81.790001,93.980003,74.063957,194654400
2015-09-01,92.290001,96.190002,89.900002,93.349998,74.130226,202039800
2015-10-01,93.430000,102.120003,91.760002,101.029999,80.229019,191690900
2015-11-01,101.180000,103.000000,99.739998,101.239998,80.395775,126172600
2015-12-01,101.730003,105.489998,100.309998,102.720001,82.172386,162039600
2016-01-01,101.709999,104.750000,94.279999,104.440002,83.548317,211278000
2016-02-01,103.610001,106.919998,99.779999,105.209999,84.164284,201552000
2016-03-01,105.900002,109.559998,105.440002,108.199997,87.183441,172970400
2016-04-01,108.000000,114.190002,107.690002,112.080002,90.309830,158186600
2016-05-01,112.220001,115.000000,111.699997,112.690002,90.801331,141096900
2016-06-01,112.690002,121.410004,112.070000,121.300003,98.436783,167571400
2016-07-01,121.300003,126.070000,120.790001,125.230003,101.626038,131996000
2016-08-01,125.309998,125.900002,118.330002,119.339996,96.846161,138570700
2016-09-01,119.190002,119.970001,117.040001,118.129997,96.503799,130378400
2016-10-01,118.000000,120.199997,112.989998,115.989998,94.755554,140054500
2016-11-01,114.760002,122.500000,111.300003,111.300003,90.924171,171310900
2016-12-01,111.360001,117.300003,109.320000,115.209999,94.768745,138044800
2017-01-01,115.779999,117.000000,110.760002,113.250000,93.156479,143312500
2017-02-01,112.480003,122.879997,112.470001,122.209999,100.526749,133814500
2017-03-01,122.489998,129.000000,122.389999,124.550003,103.129494,166544900
